query_id	page_id	page_title	score	daily_pvs
69	42299382	Malaysia Airlines Flight 370 unofficial disappearance theories	1.5	608
66	24956920	Bajro Župić	0.5	7
73	49631227	List of Scottish women artists	0	7
23	104339	Game controller	1.75	249
5	49169066	January 2016 United States blizzard	0	180
64	17867	London	0	11909
21	14487552	No Way Out (2004)	0	176
83	34484226	NA	0.5	3
18	21910301	Disney Dream	1	260
56	1454085	Electrodeless lamp	0	88
94	35368967	Osaka Ramones	1.5	10
33	16001559	NA	1	4
104	8269833	List of Spider-Man (1994 TV series) episodes	0	358
74	20682318	Past Masters	0	266
98	24891403	Cycling in Copenhagen	0.5	58
109	6492176	Clay Tanner	0	78
36	7512	Concentration	1.3333	650
22	4185507	Roman Catholic Archdiocese of Guadalajara	1	11
47	45649943	List of Gotham characters	2.5	631
63	86040	Artio	0.5	125
132	24997913	Tim Hortons Field	0	101
131	315419	Biggleswade	0	122
16	4124	Bantu languages	3	611
44	20926494	Richard Müller (socialist)	1.5	21
23	1331235	Parental controls	1.25	150
86	10416164	Phosphogluconate dehydrogenase	0	21
18	8253477	List of X-Men (TV series) episodes	0	302
66	19402792	Aleksandar Miljković (footballer, born 1990)	0.5	25
112	37490729	The Americans (2013 TV series)	1.5	3629
65	37490729	The Americans (2013 TV series)	0	3629
105	1781802	Dipping sauce	1	182
3	976903	Street (crater)	0	4
58	2659967	StarFlyer	0	64
65	32796719	List of Person of Interest episodes	0	1310
21	8654898	Urijah Faber	1	1401
112	644723	Family (disambiguation)	2.5	59
44	1118260	Bavarian Soviet Republic	1.5	332
16	430134	Bantu expansion	2.5	375
50	12343	Guadeloupe	1.5	1994
28	40472632	NA	3	2
8	28053562	Mark Siegel	0.5	12
58	4296767	Blackstar (spacecraft)	0	77
123	3694432	Uncle Tom's Children	2	33
45	585794	Tom Watson (golfer)	0.5	247
77	2226187	Star Wars: Shadows of the Empire (video game)	1	141
12	44847172	Beard oil	0	149
95	21398198	Trent Pierce	0.5	4
24	49688646	The Rhythm of the Night (album)	3	28
117	49688646	The Rhythm of the Night (album)	3	28
55	7196743	Communities in the Halifax Regional Municipality	2	48
85	21794888	Haunted Lives: True Ghost Stories	0.3333	53
47	2330697	Gotham Girls	1.5	152
73	102475	Historical mystery	0	61
113	1536076	Armenian Genocide/Archive 1	0	4
58	266317	Melbourne Airport	0	696
55	184398	Thomas Adams (architect)	2	17
55	184399	Halifax Explosion	1.6667	806
53	1421393	LGBT history	1	324
12	192595	Methicillin-resistant Staphylococcus aureus	0.5	2322
30	2773076	Guns N' Roses	2.5	6607
127	36335701	NA	1.5	3
109	1863766	Lillian Müller	0	91
68	46284132	NA	1	3
64	371669	List of hospitals in the United Kingdom	0	35
12	4187	Bactericide	1.5	176
41	151648	Very Large Telescope	0.5	437
46	42987617	2014–15 Utah Jazz season	1	14
45	1036386	Karrie Webb	1.5	180
52	356457	Lookup table	0.5	378
101	127083	New City, New York	0	123
38	51218	Culture of Egypt	2.3333	430
38	31912046	Egyptians	2	650
110	143471	Tuber	0	804
78	1781873	Australian White Ensign	1.75	35
90	20934770	Odogaon Raghunath Temple	1	15
125	38318195	Political positions of Rand Paul	0	80
62	94324	Tooting	0	306
21	11767145	Mixed martial arts television programs	2	8
94	23261305	List of Ramones concerts	1	59
19	33566842	Brighton Wheel	2	57
14	69755	Avro Canada CF-105 Arrow	0.5	608
4	20604	Macbeth, King of Scotland	0	548
104	1921151	Si vis pacem, para bellum	0.5	672
73	22458497	Erna Fergusson	0.5	8
18	40341635	Beauty and the Beast (2014 film)	3	515
75	1773703	Mercedes-Benz W123	1	950
111	11145352	The Bitter End (Right Away, Great Captain album)	2	3
84	42207401	Overs (song)	3	15
9	1511566	Cormega	1.5	153
41	15893489	Telecompressor	3	10
9	4968593	Life's a Bitch (song)	1.5	58
75	1773715	Mercedes-Benz E-Class (W211)	0.75	838
100	10006678	NA	2.5	4
40	39923865	Karatina University	0.5	26
101	61594	Fremont	0.5	35
111	1847452	The Chad Mitchell Trio	0	59
107	20637	Modulation	2	1028
56	8573087	Vita Craft Corporation	0.5	12
61	32977056	NA	1.5	2
104	6696304	Maryland in the American Civil War	0	486
44	14197446	NA	0	4
105	53414	Cream (band)	0	1656
3	22556839	Hair's breadth	0	82
100	15806632	Top Gear (series 3)	0	79
23	405674	Blast Corps	0	114
23	217259	Andy Richter Controls the Universe	0.5	74
66	13144236	Zoran Tošić	0.5	850
92	4542637	Moldiver	0	25
14	381102	Avro Manchester	0.5	212
87	48525487	Conus	0.5	110
38	69808	Egyptian	2	37
100	12652721	The Red and the Black (The X-Files)	0	40
126	41979239	My Teenage Wedding	0	10
79	22515893	Shawnee Heights USD 450	0	8
21	41263817	Mixed martial arts in Australia	1	48
51	233656	Chiton	2.5	472
16	102585	Bantu peoples	2	3
78	46911674	Indian Naval Ensign	2	66
114	931871	The Great Thunderstorm	0	33
6	20675	Mehrgarh	1	460
26	217284	Outline of German expressions in English	0.5	101
132	23399700	NA	1.5	4
46	5864967	2010 NCAA Division I Men's Basketball Tournament	1	92
84	1716940	The Boxer	1	313
39	227098	Retro style	2	473
27	48503	Provence	3	1017
91	4337868	Master of Economics	0.6667	145
43	20834338	National Register of Historic Places listings in Marshall County, Kansas	0	4
130	21197	Nintendo	3	3589
132	2896080	1981 CFL season	1.5	12
45	2199761	List of golfers with most LPGA major championship wins	2.5	106
100	30871763	AT4	0	549
131	3567828	List of Acts of the Parliament of Great Britain, 1720–39	0.5	17
21	17428696	Antonio Banuelos	1	19
36	22741768	Secretin-cholecystokinin test	0.6667	12
130	43520884	WIIU	2	4
25	13988060	Creston High School (Michigan)	1.3333	10
10	6525149	NA	0	1
92	1224926	Sayaka Ohara	1	168
110	47837407	Zha cai	1	99
32	46993632	Only Mama Knows (Grey's Anatomy)	2	19
53	372962	Societal attitudes toward homosexuality	1	290
127	14643430	NA	1	1
94	86249	Dee Dee Ramone	1.5	818
27	26267882	Alpes-de-Haute-Provence	1.5	128
53	372972	Sodomy laws in the United States	2	397
83	46821614	NA	0	3
94	7459055	Los Ramones	1.5	8
123	45370008	Uncle Tom's Cabin (1910 Thanhouser film)	2.5	8
18	49525459	Beauty & the Beast (season 4)	2	176
54	1858942	Chinese Australians	3	166
120	53494	Christopher Lee	0	3398
85	45355256	Star Trek/Planet of the Apes: The Primate Directive	1	19
64	672468	Lists of hospitals in Europe	1.5	34
107	946426	Amplitude-shift keying	0.5	307
63	12539	Genitive case	1	442
120	11466794	Tadanari Lee	0	48
74	47804670	2016 Evian Championship	0.5	10
74	157211	Masters Tournament	2.5	605
125	9821568	Remington Rand strike of 1936–37	0	4
114	454915	Johnstown Flood	0	429
33	32960772	The Union Tour	1	10
25	184582	SBus	1.3333	37
96	193275	NA	2.5	2
12	11100132	Skin flora	1	320
41	44437774	Lens adapter	1.5	12
115	36872431	The Act of Killing	1.5	642
120	248127	Tommy Lee Jones	0	3308
36	3026307	Turnover number	1.6667	132
15	15413524	Indian Ballistic Missile Defence Programme	1.5	492
112	16888086	The Middleman (TV series)	1	78
109	3797272	Joel Fabiani	0	217
31	51556633	Jakarta Twilight	0	5
126	51556633	Jakarta Twilight	0	5
128	2953499	This Week (BBC TV series)	0	39
84	34953952	The Concert in Central Park	1	291
44	44379525	Spartacus League	1.5	229
119	38383904	Entourage (film)	0	1032
109	15243312	Zebra Three	1	20
96	500962	John Rabe	2	256
24	4952358	Now That's What I Call Music! 29 (UK series)	0.75	66
79	5075239	Shaker Heights High School	0	62
47	49164586	Pilot (Gotham)	2.5	32
116	25689479	Spook Country	0	67
86	28972	Sindh	0	1377
45	37165	Grand Slam	1.5	105
49	37165	Grand Slam	0	105
108	28975	Super Bowl III	1.5	348
46	13013296	NA	1	7
133	241970	ReBoot	0	557
104	3698996	List of military unit mottoes by country	1	292
54	25310	Qing dynasty	0	2816
31	27250998	Anonymous (film)	0	379
131	307512	Maldon, Essex	0	153
33	21737787	NA	2.5	2
100	15806783	Top Gear (series 4)	0	74
100	682376	Saab Automobile	0	4304
70	12404932	Double Dutch (song)	2	35
132	46944586	NA	1.5	4
84	30019916	The Definitive Simon and Garfunkel	1	13
25	2052429	AMX LLC	0.3333	36
25	37653901	Extron Electronics	0.3333	37
37	9373752	Christian Scott	0.6667	233
53	47534418	LGBT conservatism in the United States	2	40
57	1651029	Agency cost	1.5	66
25	17076566	Creston, West Virginia	1.3333	3
29	39204040	Opus De Funk (album)	1.5	4
85	18633048	Crisis on Centaurus	0.6667	5
109	602457	Zakes Mokae	0	70
8	3756379	Blackbird	1	287
115	323932	Dith Pran	2.5	166
77	412595	Super Game Boy	1	222
107	41701	Sideband	1.5	171
123	71989	Uncle Tom's Cabin	3	1900
24	15733091	Try Me Out	1	9
45	405860	Gary Player	2	376
129	29004134	Good articles/all	0	49
116	93585	Don DeLillo	3	512
119	43553356	NA	0	2
49	2261491	Mark Knowles	1	49
111	12988781	Live (Donny Hathaway album)	0.5	37
91	389487	Bachelor of Business Administration	0.3333	1029
125	3780976	Frederick S. Pardee RAND Graduate School	0	47
26	11014515	List of ethnic slurs	1.5	3488
85	11489653	Taking Back Sunday discography	1	83
82	40218999	NA	0.5	3
59	5714296	Executive Order 11110	0.25	511
107	29049	SSB	2.5	151
62	242042	Lili Marleen	0	216
23	13996412	Who Controls the Internet?	0.5	81
73	34231018	NA	0	3
33	2724222	Crocodile Rock	0.5	178
90	6518560	Ananta Vasudeva Temple	1	30
131	636676	Llantrisant	0	62
54	30865472	Australian gold rushes	2.5	592
44	12674	German Empire	2	3650
49	6959491	Urszula Radwańska	1	90
116	2683268	The Body Artist	1	29
43	110981	Frankfort, Illinois	0.5	89
44	2467905	November Group (German)	2	21
113	189776	Underground (1995 film)	0	177
125	12684	Grand jury	0	536
50	364941	Music of Barbados	1	60
62	28504463	Lanes and arcades of Melbourne	0	65
25	45456	Crossbar switch	1.3333	152
37	1211800	Esperanza Base	0	86
71	1528210	Malaysia–Singapore Airlines	3	59
69	1528210	Malaysia–Singapore Airlines	2	59
1	40587669	List of fishes of Florida	2	114
39	30281693	2010s in fashion	2	484
58	2537540	Lockheed C-141 Starlifter	0	554
62	1561557	Business route	0	49
95	18567584	Randeep Surjewala	1.5	177
31	29089	Snuff film	0	1522
50	15495588	Indians in Guadeloupe	0	16
47	914161	Wayne Manor	1.5	196
57	2920873	Uncorrelated asymmetry	1.5	4
26	364971	Glossary of names for the British	0	385
131	1307053	Tudor period	0.5	644
36	315824	Uridine monophosphate synthetase	0.3333	33
8	26775985	NA	2	3
106	15096208	Julleuchter	1.5	27
105	176565	Hungarian cuisine	0.5	319
24	9982390	List of performances on Top of the Pops	1	216
128	70075	Chancellor of the Exchequer	3	614
91	389564	Quantitative research	2.6667	1079
95	12243701	D (film)	1.5	250
90	46223808	Sashimani	2	7
100	6525377	Lanei Chapman	2	82
114	7688189	Oktoberfest	0.3333	2686
29	4974667	List of defunct National Basketball Association teams	0.5	101
32	47993286	Sledgehammer (Grey's Anatomy)	2.5	34
121	47231432	NA	3	2
108	29130	Super Bowl IV	1.5	256
108	29131	Super Bowl V	3	219
118	10015180	Phoenix in popular culture	1	131
104	37325	Marcus Junius Brutus the Younger	0	1183
122	1929678	Lower Basildon	1	10
108	29136	Super Bowl X	1.5	172
107	4723153	Wavelet modulation	0.5	15
25	2634195	Electrical ballast	0.6667	640
21	37818839	Martin Stapleton	1	18
73	6443483	Frances Ferguson	0	6
91	373212	Social research	1	388
108	29150	Super Bowl XXV	1.5	556
108	29152	Super Bowl XXVII	1	526
106	1118689	Reichsführer-SS	2	472
98	3084771	Electric bicycle laws	0.5	293
131	8127366	Poverty in the United Kingdom	1	217
37	14201317	Blanket Music	1.3333	4
133	11465987	NA	0.5	3
103	40845811	School segregation in the United States	0.6667	166
57	53741	Symmetry	1	764
73	5562461	Marilyn Ferguson	0.5	46
18	16142831	Gene Kelly Awards	0.5	28
49	995824	Grand Slam (bomb)	0	259
82	33992104	NA	0.5	3
53	3510770	LGBT rights in the United States	3	596
124	4595	Wireless broadband	0.6667	134
110	18952693	Plant stem	1.5	562
108	29128	Super Bowl I	1.5	429
122	4141823	NA	1.5	19
50	365053	List of dances	1.5	1334
58	37374	Lockheed Martin RQ-3 DarkStar	0	131
23	13939199	Flight controls	2	10
26	6296064	List of terms used for Germans	0	435
15	29186	Strategic Defense Initiative	2	793
4	40560186	Scotland national football team manager	2	26
29	49263108	Opus de Funk (song)	1.5	5
81	2175493	Bennett Place	0	107
8	47387142	Vinyl (TV series)	1	861
104	954888	Irish Brigade (France)	0.5	33
21	22094992	Bully Beatdown	0.5	203
29	49263115	NA	1.5	2
58	1315340	Bell 206	0	823
124	26710541	National Broadband Plan (United States)	0	27
52	184846	Henry VI, Part 2	0	124
47	13455888	Bruce Wayne (TV series)	0	113
123	25716824	Uncle Tom's Cabin Historic Site	2.5	38
88	353027	Pachypodium	1	44
44	32371220	People's Court (Bavaria)	2	7
102	897557	Saving Private Ryan poster.jpg	1	9
47	2060822	Gillian B. Loeb	1	125
114	47436315	Noah's wine	0	17
105	1331741	Crème fraîche	1.5	729
2	2863646	Everyone's Hero	0.5	445
33	2011909	Elton John discography	2	242
63	143904	Humber	1	202
98	48828961	Cold-weather biking	1	43
3	23753251	Long Cecil	0.5	19
19	3011108	Brighton Palace Pier	2	192
6	58530	300 BC	0	51
41	184873	Potassium ferricyanide	0	254
31	1045034	The Forgotten (2004 film)	0	365
18	1053447	Physical attractiveness	0.5	1135
31	9810476	Zombie	0	2290
36	3043886	Enzyme kinetics	2.3333	335
53	1880624	Donald Richie	0	31
96	14197512	Finding Iris Chang	2	16
98	2833547	Lowrider bicycle	1	59
4	578101	Scotland national football team	2.5	1154
73	7197238	Frank Ferguson	0	87
53	15221513	1970s in LGBT rights	1	26
77	1741368	Resident Evil Zero	1	473
37	22400436	Junjo	2.6667	27
2	9466426	Sonny & Cher discography	0	74
65	24801851	List of The Middle episodes	0	846
35	11055676	Christian views on environmentalism	2	40
5	49975870	Rhode Island Democratic presidential primary, 2016	0.5	4
101	28354807	List of Michigan state game areas	0.5	9
132	13898305	Hamilton Tigers (football)	1.5	19
9	6025794	Vinnie Paz	1.5	456
33	47837763	Rocket Man (song)	0.5	493
39	2945604	1990s in fashion	2	478
109	1462853	Lynne Marta	0	94
73	50426438	Sir James Fergusson, 8th Baronet	0	5
123	31207021	Uncle Tom's Cabin (1927 film)	2.5	20
78	7262794	List of Ukrainian flags	0.75	44
34	8311371	Syphilitic aortitis	0.5	77
96	15094348	City of Life and Death	1	90
67	3655778	NA	0	1
54	38540045	Aqueduct (water supply)	0.5	208
77	40597603	Chronology of Nintendo 64 games	2	75
9	242260	Positive	0	49
124	4469518	Internet service providers of the United States	0	25
45	225880	Gene Sarazen	1.5	124
105	1673316	Sour Patch Kids	0	334
127	40170075	Board Tree Tunnel	0.5	4
127	26703973	National Register of Historic Places listings in Wetzel County, West Virginia	2	5
16	22327904	Great Lakes Bantu languages	2	11
63	12898	Grammatical case	1	599
102	414308	Tom Sizemore	0.5	2189
42	4895335	NA	2	2
54	5804650	History of Australia (1851–1900)	2	121
100	5072999	The Smelly Car	0	46
12	3510895	Bag Balm	0	188
19	848496	Brighton Rock (novel)	0.5	219
94	8245873	The Sims 3	0	1416
32	6173298	Grey's Anatomy (season 3)	2.5	769
13	28659	Singularity	0	436
62	6271605	List of streets in George Town, Penang	0.5	23
22	6779513	Tarascan state	0.5	94
89	307834	Public	0	304
7	6999487	Seventh-day Adventist eschatology	2	72
125	38154879	List of people influenced by Ayn Rand	0	78
41	43807360	NA	0.5	2
59	1528558	Sutphin Boulevard–Archer Avenue–JFK Airport (Archer Avenue Lines)	0.25	39
8	29889155	City Theatre (Pittsburgh)	1.5	9
58	488068	Jetstar Airways	0	629
22	8450694	List of companies of Colombia	0	63
124	8426122	Net neutrality in the United States	0	268
119	10818187	List of Magic Kingdom attractions	1	183
76	4600462	Etomidate	1	5584
58	10036918	Black Hole (roller coaster)	0	85
50	5427992	Bélé	1.5	14
29	3145571	List of defunct college football teams	0.5	43
53	389779	Kenneth Anger	0	312
92	9433748	Strike Witches	0	277
44	242325	Friedrich Ebert	2	473
82	37527	Alfa Romeo	0	1680
130	32010904	Super Smash Bros. for Nintendo 3DS and Wii U	2	512
98	86681	Tandem bicycle	1	204
71	44241563	Search for Malaysia Airlines Flight 370	3	124
69	44241563	Search for Malaysia Airlines Flight 370	2	124
32	27591450	Ellen	0.5	76
73	594590	Subject (grammar)	0	493
92	38056607	Dance Dance Revolution (2013 video game)	0	20
16	50942624	Bantu (band)	1	8
93	22098593	Minnesota Golden Gophers women's basketball	3	11
27	62114	Louis XVIII of France	0.5	774
24	38743187	Bad Blood (Bastille album)	1	211
91	18963910	Geography	0.6667	2501
24	49689257	NA	2.25	2
117	49689257	NA	2.5	2
7	4778	Branch Davidians	0.5	1460
76	4781	Benzodiazepine	2	3950
114	1151773	Atra-Hasis	0	132
122	10072752	Liberty Property Trust	1.5	38
66	6599346	Party of Democratic Action of Sandžak	1.5	13
85	45747	Weapons in Star Trek	2.6667	174
71	314132	Malaysian cuisine	0	434
113	12997428	Ted Rusoff	2	10
28	19527	Mao Zedong	0	5488
115	1864379	The Onion Field	0	131
17	1995452	Cooum River	0	101
73	3808714	Alex Fergusson (politician)	0	12
77	21525701	List of best-selling Nintendo 64 video games	2	231
5	50893507	2016 Kerala Blasters FC season	1.5	48
36	599463	Isoniazid	0.6667	598
55	1848006	Armdale	1	7
129	471755	Doctor Who (film)	0	286
31	41716245	The Babadook	0	3901
106	979661	1st SS Panzer Division Leibstandarte SS Adolf Hitler	1.5	500
33	14783184	NA	1	3
53	25219795	Anarchism and issues related to love and sex	0	64
38	31167189	Ancient Israelite cuisine	1	185
30	42267350	Estrangement	0.5	11
21	24892120	List of current mixed martial arts champions	1	459
98	27996889	Nice Ride Minnesota	0	14
44	21212	Nazi Germany	1	8954
35	21212	Nazi Germany	1.5	8954
133	4085882	List of newspapers in Switzerland	0	63
43	11580127	NA	0	5
80	5927649	OFC Women's Nations Cup	0	19
32	46641890	Grey's Anatomy (season 12)	2.5	1210
88	31470307	Polypodium punctatum	2	4
80	5042916	Canada	0	17442
24	17461990	The Best Dance Album in the World... Ever!	1.5	13
132	2847463	1982 CFL season	1.5	18
124	28979945	Broadband mapping in the United States	0.3333	17
109	2568938	Stroker and Hoop	0	71
81	5550827	Order No. 270	0	63
61	3052270	2005 French riots	0	96
8	33600239	NA	0	1
24	15733488	NA	1	7
117	15733488	NA	1.5	7
5	36762353	Hockey India League	0.5	104
92	46337491	Music of Dance Dance Revolution (2013 video game)	1	7
29	1167125	List of defunct automobile manufacturers of the United States	0.5	337
127	90998	Wetzel County, West Virginia	3	39
70	9179898	Buffalo Stance	1	145
7	11391739	Sabbath in seventh-day churches	0.5	185
101	95090	Huron County, Michigan	1	40
13	46607829	Cullerlie stone circle	0	5
12	7189249	Benzethonium chloride	0	103
9	2044674	The Firm (hip hop group)	1.5	169
66	37163781	Deputy Prime Minister of Serbia	1	12
3	2609927	IBM 3480 Family	1	21
87	3609353	Mandarinfish	1	116
73	31931863	Sir Charles Dalrymple Fergusson, 5th Baronet	0	3
109	1381132	Paul Michael Glaser	0	1e3
123	22505590	Uncle Tom syndrome	2	108
53	13070	LGBT social movements	0.5	307
112	3805969	Criticism of Family Guy	1.5	286
62	2451131	À la lanterne	1	23
128	13076	Gordon Brown	0	1187
61	27692771	NA	1.5	2
45	1520408	Women's major golf championships	2	196
114	34948	1814	1.3333	83
112	49197852	Animal Kingdom (TV series)	0	5388
65	602909	Degrassi: The Next Generation	0	1663
89	1053470	Public toilet	0	327
62	374917	List of people who died in traffic collisions	0.5	722
47	13090	Gotham City	1.5	1158
26	62244	Bourbon Restoration	0	717
78	3994407	Queen's Personal Australian Flag	1	34
21	30847784	Nate Moore	1	6
55	1389358	Spring Garden, Halifax	1.3333	21
114	5509936	The Treacle People	0	12
122	1198216	Estate planning	1.5	187
59	5874483	John F. Kennedy autopsy	1.25	378
43	9715234	History of media studies	2	19
80	250680	Africa Cup of Nations	1	565
42	3568441	Dallas–Fort Worth Film Critics Association	3	21
104	32223	United States Coast Guard	0	2055
44	511631	German Revolution of 1918–19	3	977
76	855337	Flumazenil	0.5	421
9	28177214	Holding You Down (Goin' in Circles)	1.5	9
77	4449077	Scooby-Doo! Night of 100 Frights	1	101
85	2077504	Electrolaser	1	149
78	2896705	Pennant (church)	0.75	14
61	1643331	White House, Bishkek	0.5	10
124	14553924	Fiber to the premises in the United States	0.3333	38
95	35246485	NA	1.5	18
64	710011	List of hospitals in the Netherlands	0	50
79	9147208	Texarkana Arkansas School District	2.5	4
79	36877134	Licking Heights Local School District	0	7
90	29446991	Narasimha Temple, Puri	1.5	8
42	3568464	Dallas–Fort Worth Film Critics Association Award for Best Actor	1	10
73	8950611	Jack Drummond	0	27
56	250708	Induction coil	0	178
122	11170645	Three certainties	2	56
76	30503766	Org 28611	0	17
132	12489563	SEC Football Legends	1	5
51	1872736	Apex predator	0.5	1296
40	23966562	Sourcing agent	1	18
21	2335547	Secret War (comics)	0	103
107	10835	Frequency modulation	0.5	844
6	18994022	Prehistory	1.5	1492
55	28095336	Ashpan Annie	1.3333	5
8	1012585	The Flea Theater	0	27
85	763138	Sonic weapon	1	2104
96	2823019	Contest to kill 100 people using a sword	1.5	191
127	17101676	Proctor, West Virginia	1.5	6
55	25965421	List of public housing projects in Canada	1.3333	17
30	3117937	Civil War (song)	1	210
42	3568498	Dallas–Fort Worth Film Critics Association Award for Best Actress	1	10
62	635764	Me and My Girl	0	152
111	17732469	Triarii	0	156
53	32297848	LGBT history in the United States	3	89
107	291706	Continuous wave	0.5	176
85	21217083	Black Noise (FM album)	1.3333	15
67	3511167	George Wallace (film)	1	120
85	7762817	Renga Media	1.6667	5
26	26833798	Recent additions/2010/March	0	12
96	22156167	Historiography of the Nanking Massacre	2.5	11
117	5329800	Circadian rhythm sleep disorder	1	279
16	209801	Bantustan	2.5	387
125	2726039	Rand, West Virginia	0	50
55	38409100	List of historic places in Halifax, Nova Scotia	1.6667	7
19	5276482	Royal Suspension Chain Pier	1	44
12	12039054	WHO Model List of Essential Medicines	0.5	494
25	26361325	Control4	1	63
43	7500688	Franklin County High School (Kentucky)	0	12
56	865170	Reduction (cooking)	0	158
120	2167549	Trevor Eve	0	361
98	856983	Racing bicycle	1	180
96	8303428	Nanking (2007 film)	1	109
110	431003	Zucchini	0	1921
76	496540	Propofol	1.5	2124
42	3568542	Dallas–Fort Worth Film Critics Association Award for Best Director	1	8
92	4543395	Riding Bean	0	70
97	4240292	Porphyra	2	99
23	4207525	World Orienteering Championships	0.25	32
105	47862694	Sour cream	2.5	518
44	13224	History of Germany	3	873
68	6747443	Lutheran orthodoxy	0	39
106	36718749	NA	0	3
11	3625904	Annihilation (comics)	2.5	187
8	22991793	NA	1	3
116	2413490	Americana (novel)	1.5	28
25	23584243	E-Home Automation	1.3333	8
42	3568564	NA	1.5	5
77	2013342	Buck Bumble	1	64
23	39842743	ISO/IEC 27001:2013	0.25	810
29	151835	Hawaiian Airlines	0	620
50	8336313	List of national dances	1	135
41	1963144	Celestron	0.5	86
103	12204458	Knoppler paddle	0.3333	11
88	26620864	Polypodium californicum	1.5	4
122	13728494	Queen's Bower	1	5
76	299971	Sedative	2	673
12	7467972	Lysol	1	491
125	10623137	Rudolph T. Randa	0	5
46	46928841	2015–16 Utah Jazz season	1	22
131	498815	Workhouse	1	771
68	7525325	List of Lutheran denominations	0	105
108	685010	Super Bowl XXXIX	1.5	1291
32	31294286	Song Beneath the Song	2.5	339
115	4355030	I Shouldn't Be Alive	0	210
125	23712727	RAND Corporation	0	944
112	1618906	Alex Solowitz	0	59
114	218075	SS Edmund Fitzgerald	0	2108
86	1283036	Accession of Turkey to the European Union	0	375
18	95198	Beauty pageant	0	692
110	1415333	Chayote	0.5	1196
13	54240	Singularity (mathematics)	0	134
94	5018593	Pet Sematary (song)	1.5	105
29	26885627	We Got the Rhythm	0.5	6
13	54244	Gravitational singularity	0	639
24	586725	Corona (disambiguation)	0.75	150
127	5641190	Wetzel County Schools	1	3
57	344913	Asymmetry	1.5	255
24	16473863	Rhythm of the Night (song)	1.5	218
117	16473863	Rhythm of the Night (song)	3	218
89	21481	Notary public	0	760
98	32494572	Cycling in Canada	1	22
113	46064	Story of O	0	654
110	152561	Rutabaga	0.5	1161
124	10032114	Intelligent Community Forum	0.3333	18
80	38138868	2014 African Women's Championship	1.5	8
30	627701	Duff McKagan	1	1518
9	5288950	The Album (The Firm album)	2	191
133	18602153	NA	0.5	2
92	4543480	NA	0	11
72	4936532	Marilyn Monroe songs	2	8
131	204287	English Poor Laws	1	146
12	6214652	Dit da jow	0.5	97
12	1307645	Ivory (soap)	0	260
68	45688540	Evangelical Lutheran Church of Eritrea	0.5	4
14	619522	Avro Lancastrian	0.5	133
124	3953668	Astound Broadband	0.3333	20
86	14914566	Bilawal Bhutto Zardari	0	544
71	17483643	List of airlines of Malaysia	3	118
69	17483643	List of airlines of Malaysia	2	118
120	2298890	Lee Ingleby	0	401
128	32113	Conservative Party (UK)	0	1934
46	10817026	Butler Bulldogs men's basketball	1	159
132	3634190	NA	1	8
86	1176591	720p	2	1121
78	24564752	Naval flag signalling	2.5	64
23	275473	Control system	1.75	773
2	3060756	Babel (film)	1	1132
5	33608726	Arjun Kapoor	1	2698
114	414744	Corey Taylor	0	3281
37	2344737	Spalding	0	20
40	20509727	Capitation fee	2	57
91	4428635	CHN analyzer	0	37
94	1718809	Too Tough to Die	1.5	132
99	26618033	1957 Pacoima mid-air collision	1.5	43
114	8533032	1814 in the United Kingdom	1.3333	25
103	1160233	Prison reform	0.3333	113
63	234538	German grammar	0	255
100	21528071	F.I.R. (TV series)	0	320
39	7984172	History of fashion design	2.5	335
57	35009581	Curse of knowledge	2	252
64	5166	Copenhagen	0	4042
102	5846064	Curracloe	0.5	37
24	1056264	Corona (band)	2.5	155
117	1056264	Corona (band)	2.5	155
97	341046	Green algae	1	366
21	6026296	Ultimate Ultimate 1996	1	87
83	3822650	Fellini's Casanova	0	83
45	34411581	Professional golf career of Tiger Woods	1.5	37
30	8336448	Josh Richman	1	27
72	864	Andy Warhol	2	6069
76	568843	Triazolam	1	551
52	4830276	Molecular logic gate	1.5	29
98	996422	Fixed-gear bicycle	0.5	2001
102	2405448	Bixby letter	0.5	389
86	5195	Economy of Canada	0	646
25	537442	HDMI	1.3333	3937
25	54350	Crestone, Colorado	0.6667	99
30	349263	Use Your Illusion I	2.5	814
40	12252243	Taxation of private equity and hedge funds	1.5	104
118	7836756	NA	2.5	2
27	41612376	Auberge de Provence	2	11
128	402768	Ernest Bevin	0.5	175
74	50893916	2016 Shanghai Darts Masters	0	8
97	34238744	Jania (alga)	2	11
110	3437663	Science, technology, engineering, and mathematics	0	1219
43	9278560	Frankfort High School (West Virginia)	0.5	9
53	4871265	Society for Human Rights	1	31
114	2012260	Chester Mystery Plays	0	23
79	21566565	Alamo Heights, Texas	0	47
129	1512550	Bayside Shakedown 2	0	51
78	70760	Union Jack	1.25	2255
53	36090985	Bisexuality in the United States	3	42
61	31519850	Azimzhan Askarov	1	7
15	11875435	United Arab Emirates Army	0	158
23	12252268	Committees on Arms Export Controls	1	14
29	242798	List of defunct and relocated National Hockey League teams	0.5	124
97	41186416	Spongites yendoi	2	2
52	426856	Adder (electronics)	2.5	660
21	652402	Dave Bautista	1	8224
119	38286451	Escape from Tomorrow	0.5	168
74	4510837	USBC Masters	1	26
47	3330576	Leslie Thompkins	0.5	498
72	42163077	Marilyn Monroe (Pharrell Williams song)	1.5	31
23	17401244	Management control system	1.5	236
21	586877	Onslaught (comics)	0	422
86	3576958	Comparison of graphics file formats	1.25	106
